PRS_NAT,libelle,nb_val_jan24,detail
4392,RESPONSABILITE CIVILE ECHOGRAPHIE OBSTETRICALE,,RCO
4393,RESPONSABILITE CIVILE CHIRURGIE 1,,RC1
4394,RESPONSABILITE CIVILE CHIRURGIE 2,,RC2
4395,RESPONSABILITE CIVILE ANESTHESIE REANIMATION,,RCA
4396,PRIME RESPONSABILITE SPECIALISTE,43,PRS
4397,PRIME ACCREDITATION SPECIALISTE,,ACR
4411,AIDE SOCIALE,,
4412,DISPENSAIRES ANTITUBERCULEUX,,
4413,DISPENSAIRES ANTIVENERIENS,4,
4414,HYGIENE MENTALE,,
4415,ETABLISSEMENTS DE LUTTE CONTRE LA TUBERCULOSE,,
4416,PROTECTION MATERNELLE ET INFANTILE,,
4417,AUTRES PARTICIPATIONS FORFAITAIRES NON INDIVIDUALISEES,3,
4419,AUTRES DEPENSES NON INDIVIDUALISEES,,
4501,CONTROLES MEDICAUX (CLERCS ET EMPLOYES DE NOTAIRES),1,CNT
4511,CAPITAL DECES,345,CDC
4512,FORFAIT CDC COTISANT  TI,25,FCC
4513,FORFAIT CDC RETRAITE TI,1,FRI
4514,FORFAIT CDC POLY-RETRAITE,,FPR
4515,ALLOCATION ORPHELIN D'UN TRAVAILLEUR INDEPENDANT DECEDE,30,AOT
4611,FORFAIT DIVERS PAYES A LA STRUCTURE DE SOINS (FILIERES ET RESEAUX),,FDI
4612,FORFAIT D EDUCATION THERAPEUTIQUE ET D INTERESSEMENT (FILIERES ET RESEAUX),,FET
5101,FORFAIT VERRES UNIFOCAUX OP1,,OP1
5102,FORFAIT VERRES UNIFOCAUX OP2,,OP2
5103,FORFAIT VERRES UNIFOCAUX OP3,,OP3
5104,FORFAIT VERRES UNIFOCAUX OP4,,OP4
5105,FORFAIT VERRES UNIFOCAUX OP5,,OP5
5106,FORFAIT VERRES UNIFOCAUX OP6,,OP6
5107,FORFAIT MONTURE CMU,,OPM
5108,FORFAIT CMUC MONTURE MOINS DE 18 ANS OME,,OME
5109,FORFAIT MONTURE MOINS DE 18 ANS CMU OV1,,OV1
5110,FORFAIT MONTURE MOINS DE 18 ANS CMU OV2,,OV2
5111,FORFAIT MONTURE MOINS DE 18 ANS CMU OV3,,OV3
5112,FORFAIT MONTURE MOINS DE 18 ANS CMU OV4,,OV4
5113,FORFAIT MONTURE MOINS DE 18 ANS CMU OV5,,OV5
5114,FORFAIT MONTURE MOINS DE 18 ANS CMU OV6,,OV6
5115,FORFAIT MONTURE MOINS DE 18 ANS CMU OV7,,OV7
5116,FORFAIT MONTURE MOINS DE 18 ANS CMU OV8,,OV8
5117,FORFAIT MONTURE MOINS DE 18 ANS CMU OV9,,OV9
5118,FORFAIT MONTURE MOINS DE 18 ANS CMU OVA,,OVA
5119,FORFAIT MONTURE MOINS DE 18 ANS CMU OVB,,OVB
5120,FORFAIT MONTURE MOINS DE 18 ANS CMU OP7,,OP7
5121,"FORFAIT C2S - VERRE DE CLASSE A, NEUTRE OU UNIFOCAL SIMPLE",5392,V01
5122,"FORFAIT C2S - VERRE DE CLASSE A, UNIFOCAL COMPLEXE",354,V02
5123,"FORFAIT C2S - VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF COMPLEXE",4880,V03
5124,"FORFAIT C2S - VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF TRES COMPLEXE",161,V04
5125,FORFAIT C2S - MONTURE ADULTE DE CLASSE A,14638,M01
5126,FORFAIT C2S - MONTURE ENFANT DE CLASSE A,3969,M02
5127,FORFAIT C2S - OPTIQUE - ADAPTATION VERRE DE CLASSE A,,S01
5128,FORFAIT C2S - OPTIQUE CLASSE A - SUPPLEMENT POUR MONTURE DE LUNETTES A COQUE - MOINS DE 6 ANS,,MS1
5129,"FORFAIT C2S - OPTIQUE - APPAIRAGE NIVEAU 1, 2 OU 3 VERRE DE CLASSE A",819,SV2
5130,FORFAIT C2S - OPTIQUE ¿ SUPPLEMENT POUR VERRES TEINTES (PLAFONNE),102,SV4
5201,FORFAIT PROTHESE DENTAIRE ADJOINTE,9850,FDA
5202,FORFAIT REPARATION PROTHESE ADJOINTE,2919,FDR
5203,FORFAIT PROTHESE DENTAIRE CONJOINTE,16078,FDC
5204,FORFAIT ORTHODONTIE,11914,FDO
5205,FORFAIT PROTHESE CONJOINTE (C2S HORS PANIER DE SOINS),,FPC
5206,FORFAIT ORTHODONTIQUE (C2S HORS PANIER DE SOINS),341,FPO
5401,FORFAIT AUDIO-PROTHESE,,PAU
5402,FORFAIT C2S  PROTHESE AUDITIVE PANIER 2 - AVEC RESTE A CHARGE - OREILLE GAUCHE,2126,P2G
5403,FORFAIT CMU/C2S PROTHESE AUDITIVE PANIER 2 - AVEC RESTE A CHARGE - OREILLE DROITE,2126,P2D
6011,CARENCE -,,CAR-
6012,CARENCE +,,CAR +
6013,IJ CARENCE (CRPCEN),,IJC
6014,COMPLEMENT IJ >PLAFOND   (CRPCEN),21,CIJ
6110,IJ NORMALES + 6MOIS,137,ASN
6111,IJ NORMALES -3 MOIS,230900,NOR-/REN-/MIN-
6112,IJ NORMALES +3MOIS,105443,NOR+/MIN+
6113,IJ REDUITES -3MOIS,377,1/1-
6114,IJ REDUITES +3MOIS,511,1/1+
6115,IJ MAJOREES -3MOIS,38476,MAJ-/REN+
6116,IJ MAJOREES +3MOIS,83,MAJ+/MIJ-/MIJ+
6117,"IJ PARTIELLE,  PERTE DE SALAIRE -3MOIS",28163,MIT-
6118,"IJ PARTIELLE,  PERTE DE SALAIRE +3MOIS",15979,MIT+
6119,IJ MAJOREES + 6 MOIS,,ASM
6120,INDEMNITE TEMPORAIRE D'INAPTITUDE AT/MP,855,ITI
6121,IJ PRENATALES,6361,PRE
6122,IJ POSTNATALES,2763,POS
6123,IJ EN CAS D  ADOPTION,191,ADO
6124,IJ CONGE SUPPLEMENTAIRE PREMA,346,ISM
6125,INDEMNITE REMPLACEMENT CONJOINTS COLLABORATEURS TI,10,IRT+/IRT-
6126,FORFAIT GROSSESSE TAUX PLEIN TI,294,FGP
6127,FORFAIT GROSSESSE TAUX REDUIT TI,205,FGR
6128,FORFAIT ADOPTION TAUX PLEIN TI,1,FAP
6129,FORFAIT ADOPTION TAUX REDUIT TI,,FAR
6131,IJ NORMALES POUR CURE THERMALE,391,CUN-
6132,IJ MAJOREES POUR CURE THERMALE,3,CUM-
6133,IJ REDUITES POUR CURE THERMALE,,CUR-
6134,IJ MALADIE  PAMC MOINS DE 3 MOIS,4,AAM-
6135,IJ MALADIE  PAMC PLUS DE 3 MOIS,,AAM+
6191,INDEMNITE DE NOURRITURE,,IDN
6208,FORFAIT CONGE REPIT POUR DECES DE L'ENFANT PAMC,,CPD
6209,CONGE REPIT POUR DECES DE L'ENFANT,160,CRE
6210,IJ PATERNITE HOSPITALISATION ENFANT,346,PEH-/PEH+
6211,ALLOCATION FEMME ENCEINTE,6,AFE+/AFE-
6212,IJ CONGE MATERNITE AU PERE,3017,PER
6213,INDEMNITE DE REMPLACEMENT PATERNITE,188,
6214,IJ CONGE SUPPLEMENTAIRE MATERNITE PAMC,7,ISP-
6215,IJ CONGE POSTNATAL PAMC,311,IRN+/IRN-
6221,ALLOCATION REPOS MATERNEL NORMAL,212,ARM
6222,ALLOCATION REPOS MATERNEL ADOPTION,,ARA
6231,IJ CONGE PRENATAL PAMC,308,IRM+/IRM-
6232,IJ CONGE ADOPTION PAMC,1,IRA-/IRA+
6233,IJ CONGE PATHOLOGIQUE PAMC,659,IRP+ / IRP-
6234,INDEMNITE MATERNITE EN CAS DE NAISSANCES MULTIPLES,,IRG
6235,IND REMP CC PAMC,172,IRC
6236,IJ PATERNITE PAMC,248,IPA-
6237,INDEMNITE PATERNITE CONJOINT PAMC,,IPC
6238,INDEMNITES PATERNITE CONJOINT INFIRMIER,,IPI
6239,INDEMNITÉ MALADIE DOUBLE ACTIVITÉ  PAMC,14,IDA
6241,ALLOCATION ACCOMPAGNEMENT FIN DE VIE CESSATION ACTIVITE TEMPS PLEIN,59,AVP
6242,ALLOCATION ACCOMPAGNEMENT FIN DE VIE CESSATION ACTIVITE REDUITE,6,AVR
6251,ALLOCATION NUIT NORMALE - 3 MOIS,2,NNO-
6252,ALLOCATION NUIT NORMALE + 3 MOIS,,NNO+
6253,ALLOCATION NUIT MAJOREE  3 ENFANTS - 3 MOIS,,NME-
6254,ALLOCATION NUIT MAJOREE  3 ENFANTS + 3 MOIS,,NME+
6255,ALLOCATION NUIT MAJOREE ARRET + 6 MOIS,,NMN
6256,ALLOCATION NUIT MAJOREE ARRET + 6 MOIS ET 3 ENFANTS,,NEN
6257,ALLOCATION EXPOSITION NORMALE - 3 MOIS,40,ENO-
6258,ALLOCATION EXPOSITION NORMALE + 3 MOIS,24,ENO+
6261,ALLOCATION EXPOSITION MAJOREE 3 ENFANTS - 3 MOIS,,EME-
6262,ALLOCATION EXPOSITION MAJOREE 3 ENFANTS + 3 MOIS,,EME+
6263,ALLOCATION EXPOSITION ARRET + 6 MOIS,,EMN
6264,ALLOCATION EXPOSITION ARRET + 6 MOIS ET 3 ENFANTS,,EEN
6311,RDS IJ MATERNITE,,
6312,RDS ALLOC MATERNITE,,
7111,PENSION INVALIDITE AVANTAGES DE BASE,1793,PI/RPI
7112,PENSION INVALIDITE ALLOCATIONS SUPPLEMENTAIRES,673,FN/RFN
7113,PENSION INVALIDITE MAJORATIONS POUR ASSISTANCE D  UNE TIERCE PERSONNE,415,TP/RTP
7119,PENSIONS D  INVALIDITE SERVIES PAR LE REGIME SPECIAL DE SECURITE SOCIALE DANS LES MINES,,
8111,RENTES DE VICTIME,6481,RVI
8112,MAJORATIONS POUR ASSISTANCE D  UNE TIERCE PERSONNE,515,MTP
8113,RENTES DE CONJOINT SURVIVANT,2267,RCS
8114,RENTES DE REVERSION,179,REV
8115,RENTES D  ORPHELIN,336,ROR
8116,RENTES D  ASCENDANT,134,RAS
8117,MAJORATION FAUTE INEXCUSABLE RENTE ASCENDANT,16,FIA
8118,MAJORATION FAUTE INEXCUSABLE RENTE VICTIME,856,FIR
8119,MAJORATION FAUTE INEXCUSABLE RENTE CONJOINT,428,FIC
8120,MAJORATION FAUTE INEXCUSABLE RENTE ORPHELIN,56,FIO
8121,PRESTATION COMPLEMENTAIRE POUR RECOURS A TIERCE PERSONNE,463,PTP
8221,MAJORATIONS CRISTALLISEES,,MCR
8222,RACHAT OBLIGATOIRE,3,ROB
8223,RACHAT FACULTATIF TOTAL,,RFT
8224,RACHAT FACULTATIF PARTIEL,15,RFP
8225,TRANSFERT DE CAPITAUX,183,
8226,INDEMNITE EN CAPITAL ACCIDENT DU TRAVAIL,432,ICA
8227,MAJORATION FAUTE INEXCUSABLE INDEMNITE EN CAPITAL,14,FII
9111,COMPLEMENT TICKET MODERATEUR,236,P01
9112,COMPLEMENT FRAIS DE TRANSPORT ET DE SEJOUR,152,P02
9113,FRAIS OCCASIONNE PAR LE DON D ORGANES,,P03
9114,COMPLEMENT AUX FRAIS D HOSPITALISATION DE LA MERE QUI ALLAITE SON ENFANT,2,P04
9115,PERTE DE SALAIRE POUR ENFANT MALADE,,P05
9116,INDEMNITES JOURNALIERES MATERNITE POUR CERTAINES CATEGORIES D ASSURES,3,P06
9118,FRAIS FUNERAIRES,7,P08
9119,COMPLEMENT POUR CURE THERMALE,1,P10
9121,COMPLEMENT TICKET MODERATEUR POUR ENFANT DE MOINS D UN AN,,P11
9122,ALLOCATION DECES,,P12
9123,COMPLEMENT MALADIES CHRONIQUES ET MAINTIEN A DOMICILE,7,P13
9129,INDEMNITES COMPLEMENTAIRES EN REEDUCATION PROFESSIONNELLE,1,P09
9131,INDEMNITE DE PERTE DE SALAIRE Y COMPRIS  DIALYSE A DOMICILE,1,PSD/IPS
9132,FRAIS DE DEPLACEMENT EN CURE THERMALE,939,TTH
9133,FRAIS D  HEBERGEMENT EN CURE THERMALE,900,HTH
9134,PRIME DE FIN DE REEDUCATION PROFESSIONNELLE,19,PFR
9135,AIDE FINANCIERE EXCEPTIONNELLE (SECOURS),,SEC
9141,MAJORATION LIEE A UNE VISITE D  URGENCE,,VA
9142,MAJORATION LIEE A UN K D  URGENCE,,KAU
9143,SUPPLEMENT POUR SOINS AUX POLYTRAUMATISES,,
9144,HONORAIRES REMUNERANT LA PERMANENCE TELEPHONIQUE SUR LA BASE DE 3 C DE L HEURE (ASTREINTE),,
9151,PLAN SEGUIN,,
9152,PLAN EVIN,1,
9161,PRESTATIONS SUPPLEMENTAIRES ALSACE-MOSELLE,,
9162,SURVEILLANCE MEDICALE MATERNELLE EN ACTION SANITAIRE ET SOCIALE,,SNM
9163,CENTRE EXAMEN SANTE  SAISIE MANUELLE,,
9164,PRESTATIONS D ASS SNCF ET REGIME GENERAL,,
9165,PRESTATIONS D ASS SNCF ET REGIME GENERAL,,
9166,PRESTATIONS D ASS SNCF ET REGIME GENERAL,,
9167,PRESTATIONS D ASS SNCF ET REGIME GENERAL,,
9168,PRESTATIONS D ASS SNCF ET REGIME GENERAL,,
9169,PRESTATIONS D ASS SNCF ET REGIME GENERAL,,
9170,PRESTATIONS D ASS SNCF ET REGIME GENERAL,,
9191,TICKET MODERATEUR - PREVENTION BUCCO-DENTAIRE,8132,
9201,ENTRETIEN EVALUATION,8916,EEP
9202,SEANCE DE SUIVI,19737,APS
9203,SEANCE DE SUIVI A DISTANCE,774,PSS
9204,DEPISTAGE MALADIES SURCHARGE-DYSLIPEMIE,62,DMS
9205,DEPISTAGE CONDUITE ADDICTIVE,,DCA
9206,DEPISTAGE AMIANTE,4,DAM
9207,DEPISTAGE SURDITE,7,DSU
9208,DEPISTAGE SCOLAIRE ENFANT,,DSE
9210,FORMATION DEPISTAGE SCOLAIRE,,FDS
9211,VACCIN (MILITAIRES) / VACCIN GRIPPE (CRPCEN),36,VCC/VAC
9212,FORMATION LANGAGE ENSEIGNANT,,FLE
9221,TEST DE DEPISTAGE RAPIDE (FOURNISSEUR),165,TDF
9311,DEPISTAGE DU CANCER COLO-RECTAL,,BD4
9312,DEPISTAGE DU CANCER DU SEIN (PREVENTION MALADIE),,
9313,FRAIS DE LECTURE POUR MAMMOGRAPHIE,,BD3
9318,ANALYSES DEPISTAGE CANCER UTERUS (PREVENTION MALADIE),,
9319,PRELEVEMENTS DEPISTAGE CANCER UTERUS (PREVENTION MALADIE),,
9411,CONSULTATION HYGIENE BUCCO-DENTAIRE,,
9412,HYGIENE BUCCO-DENTAIRE N91 (SCELLEMENT D  UNE MOLAIRE),,
9413,HYGIENE BUCCO-DENTAIRE N92 (SCELLEMENT DE DEUX MOLAIRES),,
9414,HYGIENE BUCCO-DENTAIRE N93 (SCELLEMENT DE TROIS MOLAIRES),,
9415,HYGIENE BUCCO-DENTAIRE N94 (SCELLEMENT DE QUATRE MOLAIRES),,
9421,PREVENTION BUCCO-DENTAIRE: CONSULTATION,6195,BDC
9422,PREVENTION BUCCO-DENTAIRE: RADIO DEUX CLICHES,1799,BR2
9423,PREVENTION BUCCO-DENTAIRE: RADIO QUATRE CLICHES,3011,BR4
9424,PREVENTION BUCCO-DENTAIRE: RADIO EN IMAGERIE NUMERISEE,,RIN
9425,TM POUR DC (MSA),,
9426,TM POUR SC(MSA),,
9427,TM POUR Z(MSA),,
9429,CAMPAGNE BUCCO DENTAIRE MOCALES,28,BD2
9430,TM DE L'ACTE DE VACCINATION GRIPPE A/H1N1,,
9431,PREVENTION ENTRETIEN DE SANTE,,PES
9432,TM DES INDEMNITES DE DEPLACEMENTS ID et MD,2,
9433,TM DE LA RETINOPATHIE DIABETIQUE,,
9434,ACTE DE DEPISTAGE DU CANCER COLORECTAL,6780,DCC
9435,BUCCO DENT. CONSULTATION COMPLEXE,64,BDX
9436,BUCCO DENT. CONSULTATION ET RADIO PANORAMIQUE,1570,BRP
9511,EXAMEN ET BILAN DE SANTE,26,BDS/EDS
9512,AUTRES ACTIONS COLLECTIVES DE PREVENTION,,BD5
9513,CONSULTATION PREVENTION,15,BD6
9514,CONSULTATION DIETETIQUE,4,BD7
9521,ACTES DE PREVENTION,118,PDI
9566,TRAITEMENT NICOTINIQUE DE SUBSTITUTION,,TNS
9567,REMUNERATION ADHESION SOPHIA (PREVENTION),,RSO
9568,REMUNERATION RENOUVELLEMENT SOPHIA (PREVENTION),,RSR
9569,RETOUR DOM. INSUFFISANT CARDIAQUE,,RAD
9570,BRONCHO-PNEUMOPATHIE CHRONIQUE OBSTRUCTIVE,,BPC
9605,GESTION DU REPIT,,GDR
9701,"COMPLEMENT D ACTION SOCIALE APPAREIL DE SURDITE (CLERCS ET EMPLOYES DE NOTAIRES, PORT AUTONOME DE BORDEAUX)",,SSU
9702,COMPLEMENT D ACTION SOCIALE BRIDGE (CLERCS ET EMPLOYES DE NOTAIRES),,
9703,COMPLEMENT D ACTION SOCIALE DENTAIRE (CLERCS ET EMPLOYES DE NOTAIRES),,SDO
9704,"COMPLEMENT D ACTION SOCIALE PROTHESES DENTAIRES (CLERCS ET EMPLOYES DE NOTAIRES, PORT AUTONOME DE BORDEAUX)",,ASP
9705,COMPLEMENT D ACTION SOCIALE DENTAIRE ALSACE MOSELLE (CLERCS ET EMPLOYES DE NOTAIRES),,SSP
9706,COMPLEMENT D ACTION SOCIALE OPTIQUE (CLERCS ET EMPLOYES DE NOTAIRES),,SOL
9707,"COMPLEMENT D ACTION SOCIALE OPTIQUE, ENFANT DE MOINS DE 16 ANS (CLERCS ET EMPLOYES DE NOTAIRES)",,SOE
9708,"COMPLEMENT D ACTION SOCIALE MONTURES (CLERCS ET EMPLOYES DE NOTAIRES, PORT AUTONOME DE BORDEAUX)",,SOM
9709,"COMPLEMENT D ACTION SOCIALE VERRES (CLERCS ET  EMPLOYES DE NOTAIRES, PORT AUTONOME DE BORDEAUX)",,SOV
9710,"COMPLEMENT D ACTION SOCIALE LENTILLES (CLERCS ET EMPLOYES DE NOTAIRES, PORT AUTONOME DE BORDEAUX)",,
9711,PRIME DE LAYETTE (CLERCS ET  EMPLOYES DE NOTAIRES),,LYA/LYB/LYJ/LYT
9712,ALLOCATION VOYAGE DES ENFANTS A LA COLONIE DU PRARIAND (CLERCS ET EMPLOYES DE NOTAIRES),,VOY
9713,AIDE AUX SEJOURS DES ENFANTS (CLERCS ET EMPLOYES DE NOTAIRES),1,COL
9714,ALLOCATION VACANCES (CLERCS ET EMPLOYES DE NOTAIRES),,FAM
9715,AIDES FINANCIERES INDIVIDUELLES OPTIQUE,287,SSO
9716,ACTION SOCIALE DENTAIRE,1025,SSD
9717,ACTION SOCIALE AUDITIF,57,SSA
9719,AIDES FINANCIERES INDIVIDUELLES HOSPITALISATION,223,SEJ
9720,AMENAGEMENT PRET,2,AMG
9721,AIDES FINANCIERES INDIVIDUELLES DIFFICULTES FINANCIERES,330,DIF
9722,AIDES FINANCIERES INDIVIDUELLES AUTRES,1622,AAF
9723,VACANCES RETRAITES (CLERCS ET EMPLOYES DE NOTAIRES),,RET
9724,AIDE A LA SCOLARITE (CRPCEN),2,SCO
9725,ACCUEIL JEUNE ENFANT (CRPCEN),,CES
9726,PRESTATIONS SUPPLÉMENTAIRES OPTIQUES CRPCEN,,SOP
9727,PRESTATIONS SUPPLÉMENTAIRES ACOUSTIQUES CRPCEN,,SAU
9728,AMELIORATION QUALITE VIE (CRPCEN),,AAV
9729,ACCUEIL JEUNE ENFANT - CRPCEN 1,,DM1
9730,ACCUEIL JEUNE ENFANT - CRPCEN 2,,DM2
9731,COMPLEMENT A L'ACS,637,AMU
9732,AIDE A L'ACQUISITION D'UNE COUVERTURE COMPLEMENTAIRE POUR LES VICTIMES DU SEUIL ACS,1714,AFI
9733,AIDE AU REPIT D'UN INDEPENDANT ACTIF,1,ARI
9734,AIDE AUX INDEPENDANTS INVALIDES,3,AII
9735,AIDE AU MAINTIEN DANS L'ACTIVITE,11,AMA
9736,APUREMENT PRET,,APP
9737,CONSULTATION MEDICO-PRO TI,1,CMP
9741,AIDES AU LOGEMENT,52,HLO
9742,AIDE A LA COMMUNICATION HORS AUDITIF,33,HCO
9743,AIDES A LA DEAMBULATION ET AU TRANSPORT,72,HAT
9744,AUTRES TYPES D AIDES,192,HAU
9751,FOURNITURES ET ACCESSOIRES NON REMBOURSABLES,60,SPL
9752,GARDES MALADES A DOMICILE,410,HAD
9761,AIDES FINANCIERES INDIVIDUELLES ORTHODONTIE,452,SOR
9762,AIDES FINANCIERES INDIVIDUELLES PHARMACIE/LPP,909,SEP
9763,AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AU LOGEMENT,243,DIL
9764,AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AUX BESOINS ALIMENTAIRES ET VESTIMENTAIRES,272,DIB
9765,AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AUX FRAIS DE SCOLARISATION,42,DIS
9766,AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AUX REGLEMENTS D'IMPOTS TAXES ET PRIMES,58,DIT
9767,AIDES FINANCIERES A CARACTERE SOCIAL D'ATTENTE DE VERSEMENT DE REVENUS DE SUBSTITUTION,87,DIA
9768,AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AUX FRAIS D'OBSEQUES,56,DIO
9769,AIDES FINANCIERES A CARACTERE SOCIAL PALLIANT L'ABSENCE DE REVENUS,126,DIN
9771,AIDES PROTHESES AUDITIVES,14,HPA
9772,AIDES MENAGERES,487,HAI
9773,AIDES MENAGERES SORTIE D'HOSPITALISATION COORDONNEE,580,ASH
9774,ACTES FOURNITURES SORTIE D'HOSPITALISATION COORDONNEE,60,PSH
9775,AIDES MENAGERES PROGRAMME D'ACCOMPAGNEMENT APRES INTERVENTION ORTHOPEDIQUE,137,PAD
9776,ACTES FOURNITURES PROGRAMME D'ACCOMPAGNEMENT APRES INTERVENTION ORTHOPEDIQUE,11,PFD
9777,PHARMACIE NON REMBOURSABLE SOINS PALLIATIFS,22,PPL
9778,BILANS DE COMPETENCES ET REORIENTATION PROFESSIONNELLE,111,BCP
9801,CODES MIS A LA DISPOSITION DE LA SNCF,,
9802,CODES MIS A LA DISPOSITION DE LA SNCF,411,
9803,CODES MIS A LA DISPOSITION DE LA SNCF,14,
9804,CODES MIS A LA DISPOSITION DE LA SNCF,,
9805,CODES MIS A LA DISPOSITION DE LA SNCF,,
9806,CODES MIS A LA DISPOSITION DE LA SNCF,,
9807,CODES MIS A LA DISPOSITION DE LA SNCF,,
9808,CODES MIS A LA DISPOSITION DE LA SNCF,,
9809,CODES MIS A LA DISPOSITION DE LA SNCF,,
9810,CODES MIS A LA DISPOSITION DE LA SNCF,549,
9811,CODES MIS A LA DISPOSITION DE LA SNCF,,
9812,CODES MIS A LA DISPOSITION DE LA SNCF,,
9813,CODES MIS A LA DISPOSITION DE LA SNCF,86,
9814,CODES MIS A LA DISPOSITION DE LA SNCF,,
9815,CODES MIS A LA DISPOSITION DE LA SNCF,,
9816,CODES MIS A LA DISPOSITION DE LA SNCF,44,
9817,CODES MIS A LA DISPOSITION DE LA SNCF,,
9818,CODES MIS A LA DISPOSITION DE LA SNCF,685,
9819,CODES MIS A LA DISPOSITION DE LA SNCF,,
9820,CODES MIS A LA DISPOSITION DE LA SNCF,,
9821,CODES MIS A LA DISPOSITION DE LA SNCF,,
9822,CODES MIS A LA DISPOSITION DE LA SNCF,,
9823,CODES MIS A LA DISPOSITION DE LA SNCF,,
9824,CODES MIS A LA DISPOSITION DE LA SNCF,,
9825,CODES MIS A LA DISPOSITION DE LA SNCF,31,
9826,CODES MIS A LA DISPOSITION DE LA SNCF,,
9827,CODES MIS A LA DISPOSITION DE LA SNCF,,
9828,CODES MIS A LA DISPOSITION DE LA SNCF,,
9829,CODES MIS A LA DISPOSITION DE LA SNCF,,
9830,CODES MIS A LA DISPOSITION DE LA SNCF,,
9831,CODES MIS A LA DISPOSITION DE LA SNCF,,
9832,CODES MIS A LA DISPOSITION DE LA SNCF,,
9833,CODES MIS A LA DISPOSITION DE LA SNCF,31,
9834,CODES MIS A LA DISPOSITION DE LA SNCF,1,
9835,CODES MIS A LA DISPOSITION DE LA SNCF,3,
9836,CODES MIS A LA DISPOSITION DE LA SNCF,,
9837,CODES MIS A LA DISPOSITION DE LA SNCF,,
9838,CODES MIS A LA DISPOSITION DE LA SNCF,,
9839,CODES MIS A LA DISPOSITION DE LA SNCF,,
9840,CODES MIS A LA DISPOSITION DE LA SNCF,,
9841,CODES MIS A LA DISPOSITION DE LA SNCF,,
9842,CODES MIS A LA DISPOSITION DE LA SNCF,,
9843,CODES MIS A LA DISPOSITION DE LA SNCF,,
9844,CODES MIS A LA DISPOSITION DE LA SNCF,,
9845,CODES MIS A LA DISPOSITION DE LA SNCF,,
9846,CODES MIS A LA DISPOSITION DE LA SNCF,,
9847,CODES MIS A LA DISPOSITION DE LA SNCF,,
9848,CODES MIS A LA DISPOSITION DE LA SNCF,,
9849,CODES MIS A LA DISPOSITION DE LA SNCF,2,
9850,CODES MIS A LA DISPOSITION DE LA SNCF,,
9851,CODES MIS A LA DISPOSITION DE LA SNCF,,
9852,CODES MIS A LA DISPOSITION DE LA SNCF,13,
9853,CODES MIS A LA DISPOSITION DE LA SNCF,2,
9854,CODES MIS A LA DISPOSITION DE LA SNCF,,
9855,CODES MIS A LA DISPOSITION DE LA SNCF,,
9856,CODES MIS A LA DISPOSITION DE LA SNCF,,
9857,CODES MIS A LA DISPOSITION DE LA SNCF,,
9858,CODES MIS A LA DISPOSITION DE LA SNCF,,
9859,CODES MIS A LA DISPOSITION DE LA SNCF,,
9860,CODES MIS A LA DISPOSITION DE LA SNCF,68,
9861,CODES MIS A LA DISPOSITION DE LA SNCF,,
9862,CODES MIS A LA DISPOSITION DE LA SNCF,2,
9863,CODES MIS A LA DISPOSITION DE LA SNCF,179,
9864,CODES MIS A LA DISPOSITION DE LA SNCF,1,
9865,CODES MIS A LA DISPOSITION DE LA SNCF,,
9866,CODES MIS A LA DISPOSITION DE LA SNCF,,
9867,CODES MIS A LA DISPOSITION DE LA SNCF,9,
9868,CODES MIS A LA DISPOSITION DE LA SNCF,,
9869,CODES MIS A LA DISPOSITION DE LA SNCF,,
9870,CODES MIS A LA DISPOSITION DE LA SNCF,,
9871,CODES MIS A LA DISPOSITION DE LA SNCF,,
9872,CODES MIS A LA DISPOSITION DE LA SNCF,,
9873,CODES MIS A LA DISPOSITION DE LA SNCF,,
9874,CODES MIS A LA DISPOSITION DE LA SNCF,,
9875,CODES MIS A LA DISPOSITION DE LA SNCF,,
9876,CODES MIS A LA DISPOSITION DE LA SNCF,,
9877,CODES MIS A LA DISPOSITION DE LA SNCF,,
9878,CODES MIS A LA DISPOSITION DE LA SNCF,,
9879,CODES MIS A LA DISPOSITION DE LA SNCF,,
9880,CODES MIS A LA DISPOSITION DE LA SNCF,,
9881,CODES MIS A LA DISPOSITION DE LA SNCF,,
9882,CODES MIS A LA DISPOSITION DE LA SNCF,,
9883,CODES MIS A LA DISPOSITION DE LA SNCF,,
9884,CODES MIS A LA DISPOSITION DE LA SNCF,,
9885,CODES MIS A LA DISPOSITION DE LA SNCF,,
9886,CODES MIS A LA DISPOSITION DE LA SNCF,,
9887,CODES MIS A LA DISPOSITION DE LA SNCF,,
9888,CODES MIS A LA DISPOSITION DE LA SNCF,,
9889,CODES MIS A LA DISPOSITION DE LA SNCF,,
9890,CODES MIS A LA DISPOSITION DE LA SNCF,81,
9891,CODES MIS A LA DISPOSITION DE LA SNCF,,
9892,CODES MIS A LA DISPOSITION DE LA SNCF,,
9893,CODES MIS A LA DISPOSITION DE LA SNCF,,
9894,CODES MIS A LA DISPOSITION DE LA SNCF,1,
9895,CODES MIS A LA DISPOSITION DE LA SNCF,,
9896,CODES MIS A LA DISPOSITION DE LA SNCF,,
