dimension,cle,libelle,detail
PRS_NAT,2221,SUPPLEMENT CHAMBRE PARTICULIERE,SHO
PRS_NAT,2222,SUPPLEMENT POUR SURVEILLANCE DU MALADE,SSM
PRS_NAT,2228,REORIENTATION URGENCE 1 NUIT,R1N
PRS_NAT,2229,FORFAIT PRISE EN CHARGE DU NOUVEAU NE,FNN
PRS_NAT,2230,PRIX DE JOURNEE REGIME LOCAL,PJL
PRS_NAT,2231,FORFAIT PHARMACEUTIQUE,PHJ
PRS_NAT,2232,FORFAIT TRANSPLANTATION D  ORGANE,FTO
PRS_NAT,2233,REORIENTATION URGENCE 2 NUIT,R2N
PRS_NAT,2234,FORFAIT D  ENTREE,ENT
PRS_NAT,2235,FORFAIT D  ACTIVITE NON PROGRAMMEE,ANP
PRS_NAT,2236,FORFAIT CONSOMMABLE CARDIOLOGIE,FCO
PRS_NAT,2237,TM PJ - PART OC,PJC
PRS_NAT,2238,FORFAIT D ACCUEIL ET DE TRAITEMENT DES URGENCES,ATU
PRS_NAT,2239,FORFAIT ANNUEL D URGENCE,FAU
PRS_NAT,2240,TARIF JOURNALIER COMPLEMENTAIRE,TJC
PRS_NAT,2241,FRAIS DE SALLE D  OPERATION,FSO
PRS_NAT,2242,FRAIS D  ANESTHESIE ET REANIMATION,ARE
PRS_NAT,2243,FRAIS D  ENVIRONNEMENT,FE
PRS_NAT,2244,Forfait Innovation ARGUS II,I02
PRS_NAT,2245,FRAIS DE SALLE D  ACCOUCHEMENT,FST
PRS_NAT,2246,FRAIS DE SALLE D  ACCOUCHEMENT MULTIPLE,FSG
PRS_NAT,2247,FORFAIT PSYCHIATRIE  DE SECURITE - HOSPITALISATION AVEC HEBERGEMENT,FSY
PRS_NAT,2248,Forfait Innovation HIFU,I01
PRS_NAT,2249,FORFAIT ACTIVITE ISOLE,FAI
PRS_NAT,2250,FORFAIT JOURNALIER - PART OC,FJC
PRS_NAT,2251,FORFAIT JOURNALIER,FJ
PRS_NAT,2252,FORFAIT JOURNALIER DE SORTIE,FJA/FJR/FRL
PRS_NAT,2253,TARIF JOURNALIER PRESTATIONS,TJP
PRS_NAT,2254,VERSEMENT ACTIVITE SSR AME,VAM
PRS_NAT,2255,VERSEMENT SOINS URGENTS SSR,VSU
PRS_NAT,2256,FORFAIT INNOVATION ECLIPS,I13
PRS_NAT,2257,FJ TRANSPLANTATION ORGANES,FJO
PRS_NAT,2258,FORFAIT DE SOINS JOURNALIER,FSJ
PRS_NAT,2259,SAISIE MANUELLE DES SEJOURS POUR LEQUELS LE FJ EST SUPERIEUR AU TM,
PRS_NAT,2260,FORFAIT HOPITAL PROXIMITE COMPLEMENTAIRE,HPC
PRS_NAT,2261,FORFAIT ACCUEIL DU PATIENT N 1,FA1
PRS_NAT,2262,FORFAIT ACCUEIL DU PATIENT N 2,FA2
PRS_NAT,2263,FORFAIT IFAQ,IFQ
PRS_NAT,2264,FORFAIT IFAQ SSR,IFZ
PRS_NAT,2265,DOTATION MODULEE A L'ACTIVITE,DMA
PRS_NAT,2266,FORFAIT INNOVATION ECHOPULSE,I03
PRS_NAT,2267,FORFAIT INNOVATION METAGLUT1,I04
PRS_NAT,2268,FORFAIT INNOVATION RETINA,I05
PRS_NAT,2269,FORFAIT PATHOLOGIE CHRONIQUE 1,PC1
PRS_NAT,2270,FORFAIT PATHOLOGIE CHRONIQUE 2,PC2
PRS_NAT,2271,FORFAIT HPT GROUPE 1,AS1
PRS_NAT,2272,FORFAIT HPT GROUPE 1.2,AS2
PRS_NAT,2273,FORFAIT HPT 15 %,AS3
PRS_NAT,2274,FORFAIT HPT GROUPE 2 + FAS1,AS4
PRS_NAT,2275,FORFAIT HPT GROUPE 2 + FAS2,AS5
PRS_NAT,2276,FORFAIT INNOVATION WISE CRT,I07
PRS_NAT,2277,REORIENTATION URGENCE 1 FERIE,R1F
PRS_NAT,2278,REORIENTATION URGENCE 2 FERIE  ,R2F
PRS_NAT,2279,FORFAIT INNOVATION DNERVA,I08
PRS_NAT,2280,FORFAIT IFAQ PSY,IFY
PRS_NAT,2281,FORFAIT PATIENT URGENCE,FPU
PRS_NAT,2282,PARTICIPATION ASSURE TRANSITOIRE,PAT
PRS_NAT,2283,PARTICIPATION ASSURE HOSPITALISATION PUBLIQUE (C2S + AME),PAH
PRS_NAT,2284,PARTICIPATION ASSURE HOSPITALISATION PUBLIQUE (REGIME LOCAL),PAJ
PRS_NAT,2285,PARTICIPATION ASSURE SUR SEJOUR,PAS
PRS_NAT,2286,FORFAIT PATIENT URGENCE RO,FPX
PRS_NAT,2287,FORFAIT PATIENT URGENCE RL,FPL
PRS_NAT,2288,FORFAIT INNOVATION ONCOGRAMME,I14
PRS_NAT,2289,FORFAIT INNOVATION SUNRISE,I15
PRS_NAT,2290,FORFAIT JOURNALIER RL PRIVE,FLP
PRS_NAT,2291,PRIX DE JOURNEE FIDES ALM,PJF
PRS_NAT,2292,DOTATION STRUCTURATION RECHERCHE,DRY
PRS_NAT,2293,DOTATION NOUVELLES ACTIVITES,DNA
PRS_NAT,2294,DOTATION QUALITE URGENCE,DQU
PRS_NAT,2295,DOTATION DE RESPONSABILITE ERRITORIALE,DP3
PRS_NAT,2297,FORFAIT PATIENT URGENCE MINORE,FPV
PRS_NAT,2298,FORFAIT URGENCE MINORE ALM,FPM
PRS_NAT,2299,TARIF JOURNALIER LOCAL,TJL
PRS_NAT,2300,TARIF JOURNALIER MIGRANTS,TJM
PRS_NAT,2301,SUPPLEMENT CAR T CELL,CTC
PRS_NAT,2302,SUPPLEMENT TRANSPORT DEFINITIF SSR,ST4
PRS_NAT,2303,SUPPLEMENT TRANSPORT PROVISOIRE SSR,ST5
PRS_NAT,2304,SUPPLEMENT TRANSPORT PERMISSION THERAPEUTIQUE SSR,ST6
PRS_NAT,2309,COMPLEMENT FORFAIT URGENCE,CFU
PRS_NAT,2321,FORFAIT - LONG SEJOUR PERSONNES AGEES,FPA/FS
PRS_NAT,2331,RADIUMTHERAPIE ET CHIMIOTHERAPIE,SNS
PRS_NAT,2332,READAPTATION FONCTIONNELLE,RF/SNS
PRS_NAT,2333,REEDUCATION PROFESSIONNELLE,RP/FS
PRS_NAT,2334,SEANCE D  HEMODIALYSE,FSE/SNS
PRS_NAT,2335,FORFAIT DE PANSEMENT,FP
PRS_NAT,2336,FORFAIT POUR CONSULTATION EN CENTRE MEDICO-PSYCHO PEDAGOGIQUE,SNS
PRS_NAT,2337,SEANCE DE DIAGNOSTIC,SD
PRS_NAT,2338,FORFAIT PETIT MATERIEL,FFM
PRS_NAT,2339,AUTRES FORFAITS DIVERS (Y COMPRIS NUTRITION ENTERALE A DOMICILE),FS/SNS
PRS_NAT,2341,SUPPLEMENT AU FORFAIT CHIMIOTHERAPIE,SFC
PRS_NAT,2342,FORFAIT POUR GARDE DE DEBUT DE NUIT EN ETABLIS. PRIVE,RGD
PRS_NAT,2343,FORFAIT POUR GARDE DE NUIT OU SAMEDI APRES MIDI EN ETABLIS. PRIVE,RGN
PRS_NAT,2344,FORFAIT DE GARDE NUIT ET FERIE EN ETABLIS. PRIVE,FPG
PRS_NAT,2345,FORFAIT POUR ASTREINTE DE DEBUT DE NUIT EN ETABLIS. PRIVE,RAN
PRS_NAT,2346,FORFAIT POUR ASTREINTE DE NUIT OU SAMEDI APRES MIDI EN ETABLIS. PRIVE,RAG
PRS_NAT,2347,FORFAIT D'ASTREINTE NUIT ET FERIE EN ETABLIS. PRIVE,FPA
PRS_NAT,2351,FORFAIT TECHNIQUE NORMAL IRMN -SCANNERS,FTN
PRS_NAT,2352,FORFAIT TECHNIQUE REDUIT IRMN -SCANNERS,FTR
PRS_NAT,2353,FORFAIT TECHNIQUE SCANNER (SPP expo amiante),FTS
PRS_NAT,2354,FORFAIT TECHNIQUE TOMOGRAPHIE,FTG
PRS_NAT,2355,FORFAIT CONCOMMABLE MEDECINE NUCLEAIRE 01,N01
PRS_NAT,2356,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 02,N02
PRS_NAT,2357,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 03,N03
PRS_NAT,2358,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 04,N04
PRS_NAT,2359,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 05,N05
PRS_NAT,2360,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 06,N06
PRS_NAT,2361,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 07,N07
PRS_NAT,2362,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 08,N08
PRS_NAT,2363,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 09,N09
PRS_NAT,2364,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 10,N10
PRS_NAT,2365,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 11,N11
PRS_NAT,2366,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 12,N12
PRS_NAT,2367,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 13,N13
PRS_NAT,2368,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 14,N14
PRS_NAT,2369,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 15,N15
PRS_NAT,2371,TARIF SOINS GIR 1 ET 2,G1
PRS_NAT,2372,TARIF SOINS GIR 3 ET 4,G2
PRS_NAT,2373,TARIF SOINS GIR 5 ET 6,G3
PRS_NAT,2380,"FORFAIT PSYCHIATRIE SEANCE COLL, 1 INTERVENANT 3 à 4H",PY0
PRS_NAT,2381,"FORFAIT PSYCHIATRIE SEANCE IND, 1 INTERVENANT 3 à 4H",PY1
PRS_NAT,2382,"FORFAIT PSYCHIATRIE SEANCE COLL, 2 INTERVENANTS 3 à 4H",PY2
PRS_NAT,2383,FORFAIT PSYCHIATRIE SEANCE IND. 2 INTERVENANTS 3 à 4H,PY3
PRS_NAT,2384,"FORFAIT PSYCHIATRIE SEANCE COLL, 1 INTERVENANT 6 à 8H",PY4
PRS_NAT,2385,FORFAIT PSYCHIATRIE SEANCE IND. 1 INTERVENANT 6 à 8H,PY5
PRS_NAT,2386,"FORFAIT PSYCHIATRIE SEANCE COLL, 2 INTERVENANT 6 à 8H",PY6
PRS_NAT,2387,FORFAIT PSYCHIATRIE SEANCE IND. 2 INTERVENANTS 6 à 8H,PY7
PRS_NAT,2388,FORFAIT PSYCHIATRIE DE SECURITE HOSPITALISATION SANS HEBERGEMENT,PY8
PRS_NAT,2389,PRISE EN CHARGE DE NUIT POUR UNE DUREE ENTRE 8 ET 12H,PY9
PRS_NAT,2391,FORFAIT TECHNIQUE TARIF REDUIT N°2,FR2
PRS_NAT,2392,FORFAIT TECHNIQUE TARIF REDUIT N°3,FR3
PRS_NAT,2411,INTERVENTION IVG,IG
PRS_NAT,2412,ANESTHESIE GENERALE,IGA
PRS_NAT,2413,INVESTIGATIONS BIOLOGIQUES,IGB
PRS_NAT,2414,CONSULTATION IVG,IC
PRS_NAT,2415,MEDICAMENTS: MIFEYGINE,IGM
PRS_NAT,2416,MEDICAMENTS: PROSTAGLANDINES,IGP
PRS_NAT,2417,VERIFICATION BIOLOGIQUE,IVB
PRS_NAT,2418,VERIFICATION ECHOGRAPHIQUE,IVE
PRS_NAT,2419,FORFAIT INTERVENTION AMBULATOIRE,IMD
PRS_NAT,2420,FORFAIT INTERVENTION DUREE < OU = 12 H PRIVE MEDIC,IMI
PRS_NAT,2421,INTERVENTION + ANESTHESIE AMBULATOIRE,AMD
PRS_NAT,2422,FORFAIT POUR IVG MEDICAMENTEUSE,AMF
PRS_NAT,2423,FORFAIT INTERVENTION AVEC NUITEE,IPD
PRS_NAT,2424,INTERVENTION + ANESTHESIE AVEC NUITEE,APD
PRS_NAT,2425,FORFAIT IVG POUR 24H SUPPLEMENTAIRES - SECTEUR PRIVE/SECTEUR PUBLIC,FJS
PRS_NAT,2426,CONSULTATION IVG SPECIALISTE,ICS
PRS_NAT,2428,ECHO PRE IVG,IPE
PRS_NAT,2501,FORFAIT FIR PDSES PUBLIQUE,FI1
PRS_NAT,2502,FORFAIT FIR CENTRE DEPISTAGE ANONYME ET GRATUIT,FI2
PRS_NAT,2503,FORFAIT FIR CENTRE PERINATAUX DE PROXIMITE,FI3
PRS_NAT,2504,FORFAIT FIR EDUCATION THERAPEUTIQUE,FI4
PRS_NAT,3101,FORFAIT STRUCTURE PS AUXILIAIRES,FSA
PRS_NAT,3102,CONTESTATION FORFAIT STRUCTURE PS AUXILIAIRES ,FSC
PRS_NAT,3103,TELECONSULTATION LORS D'UN SOIN,TLS
PRS_NAT,3104,TELECONSULTATION LIEU DEDIE,TLL
PRS_NAT,3105,TELECONSULTATION DOMICILE,TLD
PRS_NAT,3106,SOINS INFIRMIERS EXTERNALISES (PEC LOURDE),BSC
PRS_NAT,3107,SOINS INFIRMIERS EXTERNALISES (PEC INTERMEDIAIRE),BSB
PRS_NAT,3108,SOINS INFIRMIERS EXTERNALISES (PEC LEGERE),BSA
PRS_NAT,3109,Majoration Infirmier Enfant,MIE
PRS_NAT,3110,CONTRAT INCITATIF INFIRMIER,CII
PRS_NAT,3111,ACTES EN AMI,AMI
PRS_NAT,3112,ACTES INFIRMIERS DE SOINS,AIS
PRS_NAT,3113,ACTES INFIRMIERS DES SAGES-FEMMES (SFI),SFI
PRS_NAT,3115,BILAN DE SOINS INFIRMIERS,DI
PRS_NAT,3116,MAJORATION POUR ACTE UNIQUE,MAU
PRS_NAT,3117,MAJORATION DE COORDINATION ET D'ENVIRONNEMENT DE SOIN INFIRMIER,MCI
PRS_NAT,3118,INDEMNISATION VACATION INFIRMIERS ,VGI
PRS_NAT,3119,REMUNERATION VACCINATION GRIPPE A PAR INFIRMIER RETRAITE OU SALARIE HORS OBLIGATIONS ,VIR
PRS_NAT,3120,SOINS INFIRMIERS EXTERNALISES,AMX
PRS_NAT,3121,ACTES AMC,AMC
PRS_NAT,3122,ACTES EN AMK,AMK
PRS_NAT,3123,TELESOINS MK,TMK
PRS_NAT,3124,FORFAIT TROUBLES NEURO-DEVELOPPEMENT,FTD
PRS_NAT,3125,ACTES DE KINESITHERAPIE OSTEO-ARTICULAIRE,AMS
PRS_NAT,3126,CONTRAT DEMOGRAPHIQUE KINE,CIK
PRS_NAT,3127,FORFAIT PRISE EN CHARGE AVC,FRD
PRS_NAT,3128,RETOUR A DOMICILE POST CHIRURGIE ORTHOPEDIQUE,FAD
PRS_NAT,3129,PRATIQUE AVANCEE INFIRMIER MIP,MIP
PRS_NAT,3130,PRATIQUE AVANCEE INFIRMIER PAI,PAI
PRS_NAT,3131,ACTES DES PEDICURES,AMP
PRS_NAT,3132,ACTES DES ORTHOPHONISTES,AMO
PRS_NAT,3133,ACTES DES ORTHOPTISTES,AMY
PRS_NAT,3134,ACTE DE PEDICURE-PODOLOGUE (DIABETIQUE),POD
PRS_NAT,3135,FORFAIT EVALUATION DOMICILE HANDICAP,FOT
PRS_NAT,3136,MAJORATION ENFANT - ORTHOPHONIE,MEO
PRS_NAT,3137,FORFAIT POST HOSPITALISATION - ORTHOPHONIE,FPH
PRS_NAT,3138,FORFAIT EVALUATION DOMICILE HANDICAP - ORTHOPHONIE,FOH
PRS_NAT,3139,CONTRAT INCITATIF ORTHOPHONISTE,CIO
PRS_NAT,3140,TELESOINS INFIRMIERS,TMI
PRS_NAT,3141,TELESOINS PODOLOGUES,TMP
PRS_NAT,3142,TELESOINS ORTHOPHONISTES,TMO
PRS_NAT,3143,TELESOINS ORTHOPTISTES,TMY
PRS_NAT,3144,VACATION HORS MEDECINS VACCI COVID19,VIR
PRS_NAT,3145,MK-REEDUC AMPUTATIONS,APM
PRS_NAT,3146,MK-REEDUC AFF RESPIRATOIRES MAX FACIAL ET ORL,ARL
PRS_NAT,3147,MK-REEDUC DEVIATION RACHIS,DRA
PRS_NAT,3148,MK-REEDUC AFF NEURO MUSC OU RHUM INFLAM,NMI
PRS_NAT,3149,MK-REEDUC SOINS PALLIATIFS,PLL
PRS_NAT,3150,INDEMNITE INFLATION,IIN
PRS_NAT,3151,MK-REEDUC ABDO ET PERINEOSPHINCTERIENNE,RAB
PRS_NAT,3152,MK-REEDUC RACHIS NON OPERE,RAM
PRS_NAT,3153,MK-REEDUC RACHIS OPERE,RAO
PRS_NAT,3154,MK-REEDUC AFFECTIONS VASCULAIRES,RAV
PRS_NAT,3155,MK-REEDUC MBRE INF OPERE SOUS REF,RIC
PRS_NAT,3156,MK-REEDUC MBRE INF NON OPERE SOUS REF,RIM
PRS_NAT,3157,MK-REEDUC DEAMBULATION SUJET AGEE,RPE
PRS_NAT,3158,MK-REEDUC BRULURES,RPB
PRS_NAT,3159,MK-REEDUC MBRE SUP OPERE SOUS REF,RSC
PRS_NAT,3160,MK-REEDUC MBRE SUP NON OPERE SOUS REF,RSM
PRS_NAT,3161,MK-REEDUC AFFECTIONS SUR 2 TERRITOIRES,TER
PRS_NAT,3162,MK-REEDUC MBRE INF OPERE SANS REF,VIC
PRS_NAT,3163,MK-REEDUC MBRE INF NON OPERE SANS REF,VIM
PRS_NAT,3164,MK-REEDUC MBRE SUP OPERE SANS REF,VSC
PRS_NAT,3165,MK-REEDUC MBRE SUP NON OPERE SANS REF,VSM
PRS_NAT,3166,RDV PREVENTION INFIRMIER,RDI
PRS_NAT,3167,BILAN PSYCHOLOGUE,BPS
PRS_NAT,3168,SEANCE PSYCHOLOGUE,SPS
PRS_NAT,3169,BILAN ERGOTHERAPEUTE,BRG
PRS_NAT,3170,SEANCE ERGOTHERAPEUTE,SRG
PRS_NAT,3171,BILAN PSYCHOMOTRICIEN,BMO
PRS_NAT,3172,SEANCE PSYCHOMOTRICIEN,SMO
PRS_NAT,3173,TELESOINS PREVENTION PODOLOGUE,POT
PRS_NAT,3210,AIDE FINANCIERE A L'INTEROPERABILITE DMP,DMP
PRS_NAT,3211,ACTES DE BIOLOGIE,B
PRS_NAT,3213,FORFAIT PREALABLE BIOLOGIE IVG VILLE,FPB
PRS_NAT,3216,FORFAIT ULTERIEUR BIOLOGIE IVG VILLE,FUB
PRS_NAT,3217,ACTE DE DEPISTAGE DU CANCER COLORECTAL,DCC
PRS_NAT,3221,PRELEVEMENT,KB
PRS_NAT,3222,PRELEVEMENT SANGUIN PAR UN DIRECTEUR DE LABORATOIRE,PB
PRS_NAT,3223,PRELEVEMENT,TB
PRS_NAT,3225,PRELEVEMENT PAR PONCTION VEINEUSE DIRECTE POUR UN MEDECIN BIOLOGISTE,KMB
PRS_NAT,3300,REMUNERATION ROSP AOD,RRA
PRS_NAT,3301,CONTESTATION ROSP AOD,CRA
PRS_NAT,3302,PAIEMENT GARANTIE CONVENTIONNELLE PHARMACIE,PGC
PRS_NAT,3303,CONTESTATION GARANTIE CONVENTIONNELLE PHAMACIE,CGC
PRS_NAT,3304,PAIEMENT QUALITE DE SERVICE PHARMACIE,PQS
PRS_NAT,3305,CONTESTATION QUALITE DE SERVICE PHARMACIE,CQS
PRS_NAT,3306,BILAN MEDICATION REMUNERATION PHARMACIE,BMR
PRS_NAT,3307,BILAN MEDICATION CONTESTATION PHARMACIE,BMC
PRS_NAT,3308,CODE TRACEUR TELECONSULTATION,TLM
PRS_NAT,3309,CODE TRACEUR ACCOMPAGNEMENT,TAC
PRS_NAT,3310,BILAN MEDICATION PARTAGE,BMI
PRS_NAT,3311,PHARMACIE 100%,PH1
PRS_NAT,3312,PHARMACIE PH4,PH4/PG4
PRS_NAT,3313,PHARMACIE 65%,PH7/PG7
PRS_NAT,3314,HORMONE DE CROISSANCE,MX1/PH1
PRS_NAT,3315,MEDICAMENTS ANTIRETROVIRAUX,MX4/PH7
PRS_NAT,3316,MEDICAMENTS D  EXCEPTION,MX7/PH7
PRS_NAT,3317, PHARMACIE HOSPITALIERE A 100%,PHH
PRS_NAT,3318, PHARMACIE HOSPITALIERE A 65%,PHS
PRS_NAT,3319, PHARMACIE HOSPITALIERE ,PHQ
PRS_NAT,3320,PHARMACIE HOSPITALIERE EN SUS DU GHS,PH8
PRS_NAT,3321,FORFAIT PHARMACEUTIQUE EN MATERNITE,PHA
PRS_NAT,3322,MAJORATION POUR ACHAT HORS HEURES OUVRABLES,UPH
PRS_NAT,3323,COPIE D  ORDONNANCE,CPH
PRS_NAT,3324,ECART MEDICAMENT INDEMNISABLE,EMI
PRS_NAT,3325,MAJORATION PHARMACIE DES ILES,MPI
PRS_NAT,3326,PREPARATION MAGISTRALE REMBOURSABLE,PMR
PRS_NAT,3327,PREPARATION MAGISTRALE HOMEOPATHIQUE,PMH
PRS_NAT,3328,MEDICAMENTS  HOMEOPATHIQUES UNITAIRES,MHU
PRS_NAT,3329,FORFAIT MEDICAMENT IVG VILLE,FMV
PRS_NAT,3330,ECART INDEMNISABLE RETROCESSION,ERI
PRS_NAT,3331,VACCIN ANTI-GRIPPE,PH7/ANTI GRIPPE
PRS_NAT,3332,VACCIN ROR,PH7/ROR
PRS_NAT,3333,ANTI PALUDEEN,PH7/ANTI PALUDEEN
PRS_NAT,3334,Vaccin anti grippe Hémisphère Sud VAXIGRIP HS  ,GS1
PRS_NAT,3335,Vaccin anti grippe Hémisphère Sud FLUARIX HS  ,GS2
PRS_NAT,3336,PHARMACIE SOUS ATU SEJOUR,PHX
PRS_NAT,3337,FORFAIT FAUSSE COUCHE VILLE,FFC
PRS_NAT,3338,FORFAIT FAUSSE COUCHE VILLE SANS ÉCHOGRAPHIE,FFV
PRS_NAT,3339,FORFAIT FAUSSE COUCHE ETABLISSEMENT AVEC ECHOGRAPHIE,FEF
PRS_NAT,3340,FORFAIT FAUSSE COUCHE ETABLISSEMENT SANS ECHOGRAPHIE,FFE
PRS_NAT,3341,PHARMACIE 15%,PH2
PRS_NAT,3342,PREPARATION MAGISTRALE ALLOPATHIQUE 15 %,PM2
PRS_NAT,3343,PREPARATION MAGISTRALE ALLOPATHIQUE,PM4
PRS_NAT,3344,ACCOMPAGNEMENT ANTIVITAMINE K INITIAL,AKI
PRS_NAT,3345,ACCOMPAGNEMENT ANTIVITAMINE SUIVANT,AKS
PRS_NAT,3346,ACCOMPAGNEMENT ANTICOAGULANTS ORAUX INITIAL,AOI
PRS_NAT,3347,ACCOMPAGNEMENT ANTICOAGULANTS ORAUX DIRECTS SUIVANT ,AOS
PRS_NAT,3348,ACCOMP. SUIVI INITIAL,ASI
PRS_NAT,3349,ACCOMP. SUIVI SUPPL.,ASS
PRS_NAT,3350,BILAN MEDICATION AVEC CHANGEMENT DE TRAITEMENT,BMT
PRS_NAT,3351,MEDICAMENT AVEC UNE AUTORISATION TEMPORAIRE D'UTILISATION,PHU
PRS_NAT,3352,PREPARATION MAGISTRALE HOSPITALIRE,PHM
PRS_NAT,3353,PREPARATION HOSPITALIERE,PHP
PRS_NAT,3354,MEDICAMENT AVEC AUTORISATION D'IMPORTATION,PHI
PRS_NAT,3355,MARGE FORFAITAIRE (MEDICAMENTS HOSPITALIERS),MAR
PRS_NAT,3356,PHARMACIE HOSPITALIERE DEROGATOIRE,PHD
PRS_NAT,3357,PHARMACIE HOSPITALIERE MMH,PHT
PRS_NAT,3358,ACCOMPAGNEMENT CHIMIOTHERAPIE PATIENTS SOUS TRAITEMENTS ANTICANCEREUX AU LONG COURS POUR L'ANNEE INITIALE,AC1
PRS_NAT,3359,TROD ANGINE PHARMACIEN,TRD
PRS_NAT,3360,VACCINATION GRIPPE PHARMACIEN,VGP
PRS_NAT,3361,GARDE PHARMACIE NUIT,GPN
PRS_NAT,3362,GARDE PHARMACIE FERIE,GPF
PRS_NAT,3363,GARDE PHARMACIE DIMANCHE,GPD
PRS_NAT,3364,HONORAIRE MEDICAMENT REMBOURSABLE,HDR
PRS_NAT,3365,HONORAIRE DISPENSATION EN LIEN AVEC AGE,HDA
PRS_NAT,3366,HONORAIRE DE DISPENSATION MEDICAMENTS SPECIFIQUES,HDE
PRS_NAT,3367,BILAN MEDICATION SANS CHANGEMENT DE TRAITEMENT,BMS
PRS_NAT,3368,ACCOMPAGNEMENT CHIMIOTHERAPIE AUTRES TRAITEMENTS ANTICANCEREUX (PREMIERE ANNEE),AC2
PRS_NAT,3369,CODE TRACEUR DISPENSATION ADAPTEE,DAD
PRS_NAT,3370,ACCOMPAGNEMENT CHIMIOTHERAPIE SOUS TRAITEMENTS ANTICANCEREUX AU LONG COURS,AC3
PRS_NAT,3371,PAIEMENT PONCTUEL PHARMACIE COVID,RTR
PRS_NAT,3372,PAIEMENT PONCTUEL PHARMACIE,CTR
PRS_NAT,3373,PHARMACIE EN SUS DU GMT,PH9
PRS_NAT,3374,KIT ANTI-GRIPPE,KGP
PRS_NAT,3375,REMUNERATION PHARMACIENS POUR VACCINS H1N1,
PRS_NAT,3376,ACCOMPAGNEMENT CHIMIOTHERAPIE AUTRES TRAITEMENTS ANTICANCEREUX,AC4
PRS_NAT,3377,SPECIALITE PHARMACEUTIQUE ONEREUSE SSR,SPO
PRS_NAT,3378,CONTESTATION ROSP TRANSMISSION RPPS   ,CTR
PRS_NAT,3379,Honoraire de dispensation spécifique vaccins anti grippaux Hémisphère Sud,HDS
PRS_NAT,3380,HONO DISP COMP  ,HC
PRS_NAT,3381,PREPARATION PHARMACEUTIQUE INDIVIDUALISEE (ALLERGENES),PPI
PRS_NAT,3382,PRISE EN CHARGE DEROGATOIRE PHARMACIE,PDP
PRS_NAT,3383,HONO DISP 1 ,HD1
PRS_NAT,3384,HONO DISP 2 ,HD2
PRS_NAT,3385,HONO DISP 4 ,HD4
PRS_NAT,3386,HONO DISP 7 ,HD7
PRS_NAT,3387,HONO DISP GC 1 ,HG1
PRS_NAT,3388,HONO DISP GC 2 ,HG2
PRS_NAT,3389,HONO DISP GC 4 ,HG4
PRS_NAT,3390,HONO DISP GC 7 ,HG7
PRS_NAT,3391,REMU  OBJECTIF - PHARMACIEN,ROP
PRS_NAT,3392,REMU OBJECTIF - PHARMACIEN COMPLEMENT,COP
PRS_NAT,3393,ROSP AVK,AVK
PRS_NAT,3394,ROSP AVK COMPLEMENT,CVK
PRS_NAT,3395,Plan personnalisé de santé pharmacie,PPH
PRS_NAT,3396,ROSP ASTHME,AHM
PRS_NAT,3397,ROSP ASTHME COMPLEMENT,CHM
PRS_NAT,3398,ROSP TRANSMISSION RPPS,RTR
PRS_NAT,3399,REMUNERATION PHARMACIENS POUR VACCINS H1N1 - REGULARISATION COMPTABLE ET SAISIE MANUELLE,
PRS_NAT,3400,REMUNERATION DISPENSATION ADAPTEE,DA1
PRS_NAT,3401,CONTESTATION DISPENSATION ADAPTEE,DA2
PRS_NAT,3402,TELESOINS PHARMACIE,TPH
PRS_NAT,3403,REMUNERATION PHARMACIEN COVID 19,KGP
PRS_NAT,3404,ENTRETIEN FEMME ENCEINTE,EFE
PRS_NAT,3405,REMUNERATION LABO TESTS PCR COVID 19,RLC
PRS_NAT,3406,REMU PHARMACIEN CANCER COLOREC.,RPC
PRS_NAT,3407,CONTESTATION PHARM CANCER COLO.,PCC
PRS_NAT,3408,REMISE KIT DCC,RKD
PRS_NAT,3410,DISPENSATION PHARMACIE A DOMICILE,DDO
PRS_NAT,3411,"SANG,PLASMA ET LEURS DERIVES",SNG
PRS_NAT,3412,TRANSPORT DU PRODUIT,TSG
PRS_NAT,3413,LAIT HUMAIN,LAI
PRS_NAT,3414,AUTRES PRODUITS D  ORIGINE HUMAINE,HUM
PRS_NAT,3415,RAPPEL VACCIN ADULTE PHARMACIEN,RVA
PRS_NAT,3416,PHIE DEPISTAGE INFECTION URINAIRE,PEE
PRS_NAT,3417,ROSP PHIE BON USAGE PDT SANTE,BUP
PRS_NAT,3418,REMU PHIE DEP INFEC URINAIRE,PWC
PRS_NAT,3419,REMU PHIE DISPENSATION DOM,DDP
