dimension,cle,libelle,detail,nb_val_jan24
PRS_NAT,9864,CODES MIS A LA DISPOSITION DE LA SNCF,,1
PRS_NAT,9867,CODES MIS A LA DISPOSITION DE LA SNCF,,9
PRS_NAT,9890,CODES MIS A LA DISPOSITION DE LA SNCF,,81
PRS_NAT,9902,AIDE SOCIALE (MILITAIRES),AFA,9
PRS_NAT,9911,AIDE MENAGERE,AIM,1186
PRS_NAT,9912,AIDE MENAGERE FAMILIALE (MILITAIRES),AFM,157
PRS_NAT,9999,VALEUR INCONNUE,,4
PRS_PDS_QCP,1,L'EXECUTANT EST LE MEDECIN TRAITANT DECLARE,,624266
PRS_PDS_QCP,2,NOUVEAU MEDECIN TRAITANT DECLARE,,48691
PRS_PDS_QCP,3,PATIENT ORIENTE PAR UN MT,,4133348
PRS_PDS_QCP,4,ACTES EN ACCES DIRECT SPECIFIQUE AVEC MEDECIN TRAITANT DECLARE,,557514
PRS_PDS_QCP,6,HORS RESIDENCE HABITUELLE,,159979
PRS_PDS_QCP,7,MEDECIN TRAITANT REMPLACE AVEC MEDECIN TRAITANT DECLARE,,193185
PRS_PDS_QCP,12,GENERALISTE PRIMO INSTALLE DEPUIS MOINS DE 5 ANS,,66877
PRS_PDS_QCP,13,EXCLUSION TEMPORAIRE AVEC MEDECIN TRAITANT DECLARE,,669885
PRS_PDS_QCP,22,PARCOURS DE SOINS NON RENSEIGNE PAR EXECUTANT DIFFERENT MEDECIN TRAITANT DECLARE,,411298
PRS_PDS_QCP,23,"HORS COORDINATION DES SOINS, AVEC MEDECIN TRAITANT DECLARE",,102143
PRS_PDS_QCP,24,HORS COORDINATION DES SOINS SANS MEDECIN TRAITANT DECLARE,,479796
PRS_PDS_QCP,25,URGENCE SANS MEDECIN TRAITANT DECLARE,,167931
PRS_PDS_QCP,27,EXCLUSION TEMPORAIRE SANS MEDECIN TRAITANT DECLARE,,33144
PRS_PDS_QCP,28,ACTES HORS ACCES DIRECT SPECIFIQUE AVEC MEDECIN TRAITANT DECLARE,,103616
PRS_PDS_QCP,31,EXCLUS DU PARCOURS DE SOINS,,28154985
PRS_PDS_QCP,32,EXCLUSION DES BENEFICIAIRES AFFILIES AU REGIME DE LA CSS DE MAYOTTE (976) - REGIME MAHORAIS,,39489
PRS_PDS_QCP,33,EXCLUSION DES BENEFICIAIRES DE MOINS DE 16 ANS AVEC MT DECLARE A LA DATE DES SOINS,,855152
PRS_PDS_QCP,34,EXCLUSION DES BENEFICIAIRES DE MOINS DE 16 ANS SANS MT DECLARE A LA DATE DES SOINS,,703143
ATT_NAT,3,ACCIDENT DU TRAJET,,3460
BEN_RES_REG,24,Centre-Val de Loire,,1998859
BEN_RES_REG,76,Languedoc-Roussillon-Midi-Pyrénées,,3533170
DDP_SPE_COD,43,REEDUCATION FONCTIONNELLE READAPTATION,,64266
DDP_SPE_COD,86,AUTRES PRESTATIONS MEDICO-SOCIALES POUR L ENFANCE HANDICAPEE,,76
DRG_AFF_NAT,18,conjoint,,573
ETE_CAT_SNDS,1101,CENTRES HOSPITALIERS REGIONAUX,,1489092
ETE_CAT_SNDS,4106,SERVICES A DOMICILE OU AMBULATOIRE POUR HANDICAPES,,820
ETE_CAT_SNDS,4107,ETABLISSEMENTS EXPERIMENTAUX EN FAVEUR DE L ENFANCE HANDICAPEE,,4
ETE_IND_TAA,0,HORS TAA,,2566390
ETE_IND_TAA,2,TAA PRIVE,,1173573
ETE_REG_COD,24,Centre-Val de Loire,,296700
ETE_TYP_SNDS,1,PUBLIC PROPREMENT DIT,,3758797
ETE_TYP_SNDS,99,VALEUR INCONNUE,,31433224
ETP_CAT_SNDS,1107,"CENTRES DE MOYEN SEJOUR POUR CONVALESCENCE, CURE, READAPTATION OU TRAITEMENT DES MALADIES MENTALES",,444906
ETP_CAT_SNDS,2201,Dispensaires ou Centres de Soins,,52128
ETP_CAT_SNDS,3401,TRANSFUSION SANGUINE,,12170
ETP_CAT_SNDS,3402,CONSERVATION ET STOCKAGE D AUTRES PRODUITS HUMAINS,,152
ETP_CAT_SNDS,4106,SERVICES A DOMICILE OU AMBULATOIRE POUR HANDICAPES,,64966
ETP_CAT_SNDS,4107,ETABLISSEMENTS EXPERIMENTAUX EN FAVEUR DE L ENFANCE HANDICAPEE,,897
ETP_CAT_SNDS,4606,CENTRE DE RESSOURCES,,1174
ETP_REG_COD,28,Normandie,,955901
ETP_REG_COD,84,Auvergne-Rhône-Alpes,,1721879
EXE_INS_REG,24,Centre-Val de Loire,,1629986
EXO_MTF,30,NATURE DE PRESTATION,,279295
EXO_MTF,41,BENEFICIAIRE ATTEINT D UNE MALADIE LISTE - AFFECTION SANS RAPPORT,,3889279
EXO_MTF,56,EDUCATION SPECIALISEE SANS RAPPORT,,28485
EXO_MTF,57,EDUCATION SPECIALISEE EN RAPPORT,,14105
MDT_TYP_COD,1,SEJOURNE,,399695
MFT_COD,9,TARIF/FORFAIT FIXES PAR CONSEIL GENERAL ET AUTORITE PREFECTORALE,,918
MFT_COD,40,ARS TG HAS PUI,,5
MTM_NAT,3,REGIME LOCAL FRONTALIER,,68784
MTM_NAT,9,VALEUR INCONNUE,,15826621
ORG_CLE_REG,93,Provence-Alpes-Côte d'Azur et Corse,,3052559
PRE_INS_REG,32,Hauts-de-France - Nord-Pas-de-Calais-Picardie,,1371795
PRE_INS_REG,44,Grand Est,,1784853
PRE_INS_REG,53,Bretagne,,1161231
PRE_INS_REG,76,Languedoc-Roussillon-Midi-Pyrénées,,1858869
PRE_INS_REG,84,Auvergne-Rhône-Alpes,,1768553
PRS_FJH_TYP,0,REGIME,,34726149
PRS_FJH_TYP,8,SANS OBJET,,3860282
PRS_NAT,1059,EXAMEN OBLIGATOIRE ENFANT COK,COK,1060
PRS_NAT,1088,AIDE ASSISTANT MEDICAL,P7P,279
PRS_NAT,1159,renouvellement d'optique,RNO,7797
PRS_NAT,1188,CONTRAT COLLECTIF   ATTEINTE DES OBJECTIFS,CCA,1
PRS_NAT,1218,VISITE SOINS PALLIATIFS,VSP,1061
PRS_NAT,1473,"INLAY-CORE, A partir du 01/04/2019 (en date de soins) INLAY-CORE TARIF LIBRE",ICO,7323
PRS_NAT,1522,MAJORATION ASTREINTE,MA,741
PRS_NAT,1842,INDEMNITES FORFAITAIRES DE DEPLACEMENT DES AUXILIAIRES MEDICAUX ET ASSIMILES,IFA,848784
PRS_NAT,1946,FORFAIT SAGE-FEMME REFERENTE,SFR,181
PRS_NAT,1972,FRANCHISE TIERS PAYANT SUR MEDICAMENT,FRT,1192020
PRS_NAT,2136,FORFAIT D HEMODIALYSE A DOMICILE,D14,392
PRS_NAT,2285,PARTICIPATION ASSURE SUR SEJOUR,PAS,34693
PRS_NAT,2293,DOTATION NOUVELLES ACTIVITES,DNA,1
PRS_NAT,2421,INTERVENTION + ANESTHESIE AMBULATOIRE,AMD,58
PRS_NAT,3104,TELECONSULTATION LIEU DEDIE,TLL,1661
PRS_NAT,3121,ACTES AMC,AMC,79818
PRS_NAT,3332,VACCIN ROR,PH7/ROR,16662
PRS_NAT,3351,MEDICAMENT AVEC UNE AUTORISATION TEMPORAIRE D'UTILISATION,PHU,6200
PRS_NAT,3506,MONTURE ADULTE DE CLASSE A,M01,48642
PRS_NAT,3508,"VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF COMPLEXE",V03,34243
PRS_NAT,3544,CHAUSSURES ORTHOPEDIQUES (CHAP. 6),COR,8472
PRS_NAT,3551,"IMPLANT INTERNE (CHAP. 1, 2 ET 3)",PII,17387
PRS_NAT,3586,PROTHESE AUDITIVE PANIER 1 - RESTE A CHARGE ZERO - OREILLE GAUCHE,P1G,8095
PRS_NAT,4317,HONORAIRE COMITE  REGIONAL  RECONNAISSANCE Maladie  Professionnelle,HMP,21
PRS_NAT,4328,PREJUDICE D'AGREMENT,PAG,21
PRS_NAT,6127,FORFAIT GROSSESSE TAUX REDUIT TI,FGR,205
PRS_NAT,7112,PENSION INVALIDITE ALLOCATIONS SUPPLEMENTAIRES,FN/RFN,673
PRS_NAT,9131,INDEMNITE DE PERTE DE SALAIRE Y COMPRIS  DIALYSE A DOMICILE,PSD/IPS,1
PRS_NAT,9132,FRAIS DE DEPLACEMENT EN CURE THERMALE,TTH,939
PRS_NAT,9133,FRAIS D  HEBERGEMENT EN CURE THERMALE,HTH,900
PRS_NAT,9191,TICKET MODERATEUR - PREVENTION BUCCO-DENTAIRE,,8132
PRS_NAT,9732,AIDE A L'ACQUISITION D'UNE COUVERTURE COMPLEMENTAIRE POUR LES VICTIMES DU SEUIL ACS,AFI,1714
PRS_NAT,9768,AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AUX FRAIS D'OBSEQUES,DIO,56
PRS_NAT,9778,BILANS DE COMPETENCES ET REORIENTATION PROFESSIONNELLE,BCP,111
PRS_PDS_QCP,0,SANS OBJET,,457338
PRS_PDS_QCP,5,URGENCE AVEC MEDECIN TRAITANT DECLARE,,675636
PRS_PDS_QCP,8,"ACTE EN RAPPORT AVEC ART. D162.1.6 DU CODE DE LA SS (TABACOLOGIE, ALCOOLOGIE, TOXICOMANIE)",,31954
PRS_PDS_QCP,11,CABINET SECONDAIRE DU MEDECIN TRAITANT DECLARE,,72897
PRS_PDS_QCP,26,SPECIALITE HORS ACCES DIRECT AVEC MEDECIN TRAITANT DECLARE,,8183
PRS_PPU_SEC,1,PUBLIC,,4091776
PRS_PPU_SEC,2,PRIVE,,34666400
PRS_NAT,1064,CDE GARANTIE REVENU 1ERE ANNEE,RDA,43
PRS_NAT,1071,BIO MEDICALE CLASSE AGE 3,SB3,7612
PRS_NAT,1084,FORFAIT CONSULTATION URGENCE 4,FU4,4512
PRS_NAT,1140,CONSULTATION SPECIFIQUE DE DEPISTAGE,CDE,11789
PRS_NAT,1167,VERSEMENT DE PENALITE DE RETARD AMO,NRD,42
PRS_NAT,1203,RDV PREVENTION MEDECIN SAGE-FEMME,RDV,70
PRS_NAT,1209,VISITE SPECIALISTE MEDECINE GENERALE,VGS,26782
PRS_NAT,1401,PROTHESE FIXE RAC 0,PF0,18891
PRS_NAT,1451,SOINS DENTAIRES,SDE,100318
PRS_NAT,1456,VISITE CD,VD,218
PRS_NAT,1641,MAJORATION AIDE À L'INSTALLATION DU MEDECIN - CAIM,MAI,5
PRS_NAT,1841,INDEMNITES FORFAITAIRES DE DEPLACEMENT,IF,7898
PRS_NAT,1843,INDEMNITES FORFAITAIRES DE DEPLACEMENT MK ORTHOPEDIQUE ET RHUMATOLOGIQUE,IFO,51593
PRS_NAT,1905,NOUVEAU FORFAIT ENFANT,NFE,10468
PRS_NAT,1918,MAJORATION D'URGENCE,MU,9236
PRS_NAT,1924,INDEMNISATION VACATION MEDECINS,VGM,1
PRS_NAT,1934,MAJORATION CONSULTATION REGULEE MILIEU DE NUIT,CRM,3989
PRS_NAT,1935,"MAJORATION CONSULTATION REGULEE DIMANCHE, JOURS FERIES ET ASSIMILES",CRD,38554
PRS_NAT,1942,MAJORATION VISITE REGULEE SAMEDI APRES MIDI,VRS,2080
PRS_NAT,1947,FORFAIT ASTREINTE SAGE-FEMME,FA,91
PRS_NAT,1954,PARTICIPATION ASSURE CONSULTATIONS ET SOINS EXTERNES (C2S + AME),PAE,246
PRS_NAT,2110,FRAIS SEJOUR SSR,GMT,24
PRS_NAT,2137,FORFAIT DE DIALYSE PERITONEALE AUTOMATISEE (DPA),D15,767
PRS_NAT,2151,SUPPLEMENT REANIMATION,REA,1414
PRS_NAT,2152,SUPPLEMENT SURVEILLANCE CONTINUE,SRC,5022
PRS_NAT,2160,MISSION D'INTERET GENERAL SSR,MGS,226
PRS_NAT,2179,DOTATION DE TRANSFORMATION PSY,DT2,100
PRS_NAT,2200,DOTATION FILE ACTIVE PSY,DFA,53
PRS_NAT,2263,FORFAIT IFAQ,IFQ,137
PRS_NAT,2269,FORFAIT PATHOLOGIE CHRONIQUE 1,PC1,35
PRS_NAT,2282,PARTICIPATION ASSURE TRANSITOIRE,PAT,1
PRS_NAT,2289,FORFAIT INNOVATION SUNRISE,I15,71
PRS_NAT,2338,FORFAIT PETIT MATERIEL,FFM,2529
PRS_NAT,2345,FORFAIT POUR ASTREINTE DE DEBUT DE NUIT EN ETABLIS. PRIVE,RAN,127
PRS_NAT,2351,FORFAIT TECHNIQUE NORMAL IRMN -SCANNERS,FTN,80753
PRS_NAT,2424,INTERVENTION + ANESTHESIE AVEC NUITEE,APD,2
PRS_NAT,3109,Majoration Infirmier Enfant,MIE,22521
PRS_NAT,3116,MAJORATION POUR ACTE UNIQUE,MAU,928528
PRS_NAT,3128,RETOUR A DOMICILE POST CHIRURGIE ORTHOPEDIQUE,FAD,1515
PRS_NAT,3137,FORFAIT POST HOSPITALISATION - ORTHOPHONIE,FPH,386
PRS_NAT,3222,PRELEVEMENT SANGUIN PAR UN DIRECTEUR DE LABORATOIRE,PB,78311
PRS_NAT,3223,PRELEVEMENT,TB,303104
PRS_NAT,3309,CODE TRACEUR ACCOMPAGNEMENT,TAC,1274
PRS_NAT,3314,HORMONE DE CROISSANCE,MX1/PH1,10471
PRS_NAT,3316,MEDICAMENTS D  EXCEPTION,MX7/PH7,159505
PRS_NAT,3320,PHARMACIE HOSPITALIERE EN SUS DU GHS,PH8,7761
PRS_NAT,3325,MAJORATION PHARMACIE DES ILES,MPI,3087
PRS_NAT,3367,BILAN MEDICATION SANS CHANGEMENT DE TRAITEMENT,BMS,319
PRS_NAT,3370,ACCOMPAGNEMENT CHIMIOTHERAPIE SOUS TRAITEMENTS ANTICANCEREUX AU LONG COURS,AC3,57
PRS_NAT,3511,"APPAREILS D  ASSISTANCE RESPIRATOIRE,OXYGENOTHERAPIE A DOMICILE",AAR,419389
PRS_NAT,3535,LENTILLES OPTIQUES,LEN,5865
PRS_NAT,3542,PROTHESES EXTERNES NON ORTHOPEDIQUES (CHAP. 4),PEX,7339
PRS_NAT,3545,ORTHOPROTHESES (CHAP 7.),ORP,12363
PRS_NAT,3550,PROTHESE AUDITIVE SUIVI,SUI,30185
PRS_NAT,3568,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE NEGATIVE TRES COMPLEXE",VM6,2214
PRS_NAT,4132,FRAIS D  HOTEL - CURES THERMALES,HTH,642
PRS_NAT,4142,FORFAIT THERMAL 2 AVEC KINESITEHRAPIE,TH2,628
PRS_NAT,4220,Taxi tarif D,TXD,46
PRS_NAT,4221,AMBULANCE AGREEE DE GARDE,ABG,315
PRS_NAT,4230,PAIEMENT SORTIE BLANCHE,ASB,90
PRS_NAT,4233,INTERVENTION HORS GARDE,AHG,10973
PRS_NAT,4237,AVION TRANSPORT SANITAIRE,ATS,931
PRS_NAT,4353,"INDEMNITE POUR PERTE DE SALAIRE (MALADIE, AT)",IPS,1038
PRS_NAT,5204,FORFAIT ORTHODONTIE,FDO,11914
PRS_NAT,6239,INDEMNITÉ MALADIE DOUBLE ACTIVITÉ  PAMC,IDA,14
PRS_NAT,6251,ALLOCATION NUIT NORMALE - 3 MOIS,NNO-,2
PRS_NAT,8225,TRANSFERT DE CAPITAUX,,183
PRS_NAT,9422,PREVENTION BUCCO-DENTAIRE: RADIO DEUX CLICHES,BR2,1799
PRS_NAT,9434,ACTE DE DEPISTAGE DU CANCER COLORECTAL,DCC,6780
PRS_NAT,9720,AMENAGEMENT PRET,AMG,2
PRS_NAT,9743,AIDES A LA DEAMBULATION ET AU TRANSPORT,HAT,72
PRS_NAT,9752,GARDES MALADES A DOMICILE,HAD,410
PRS_NAT,9774,ACTES FOURNITURES SORTIE D'HOSPITALISATION COORDONNEE,PSH,60
PRS_NAT,9894,CODES MIS A LA DISPOSITION DE LA SNCF,,1
BEN_CMU_TOP,1,Bénéficiaire de la C2S,Bénéficiaire de la CMU C,4401033
DDP_SPE_COD,41,MALADIE A EVOLUTION PROLONGEE,,9624
DRG_AFF_NAT,36,Tiers Payant Intégral (RO+OC),,3726566
ETE_CAT_SNDS,1103,CENTRES HOSPITALIERS SPECIALISES EN LUTTE MALADIES MENTALES,,37484
ETE_CAT_SNDS,1109,CENTRES DE LONG SEJOUR,,315
ETE_CAT_SNDS,1203,DIALYSE AMBULATOIRE,,36685
ETP_CAT_SNDS,1205,AUTRES ETABLISSEMENTS RELEVANT DE LA LOI HOSPITALIERE,,181744
ETP_REG_COD,32,Hauts-de-France - Nord-Pas-de-Calais-Picardie,,1401768
ETP_REG_COD,53,Bretagne,,960807
ETP_REG_COD,76,Languedoc-Roussillon-Midi-Pyrénées,,1594956
EXO_MTF,42,BENEFICIAIRE ATTEINT D UNE MALADIE LISTE - AFFECTION EN  RAPPORT,,5072239
EXO_MTF,44,PATHOLOGIE HORS LISTE - AFFECTION EN RAPPORT,,545941
EXO_MTF,91,ACTES CCAM/NGAP EXONERANTS,,322662
ORG_CLE_REG,27,Bourgogne-Franche-Comté,,1816138
PRS_NAT,1410,INLAY ONLAY RAC MOERE,IN1,12514
PRS_NAT,3368,ACCOMPAGNEMENT CHIMIOTHERAPIE AUTRES TRAITEMENTS ANTICANCEREUX (PREMIERE ANNEE),AC2,105
PRS_NAT,9849,CODES MIS A LA DISPOSITION DE LA SNCF,,2
PRS_PDS_QCP,10,GENERALISTE INSTALLE DEPUIS MOINS DE 5 ANS DANS UNE ZONE DEFICITAIRE,,7726
PRS_NAT,2133,DIALYSE TIERCE PERSONNE,DTP,1215
PRS_NAT,2303,SUPPLEMENT TRANSPORT PROVISOIRE SSR,ST5,3
PRS_NAT,3360,VACCINATION GRIPPE PHARMACIEN,VGP,19491
PRS_NAT,3502,"VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE POSITIVE SIMPLE",VU3,39037
PRS_NAT,8120,MAJORATION FAUTE INEXCUSABLE RENTE ORPHELIN,FIO,56
PRS_NAT,9825,CODES MIS A LA DISPOSITION DE LA SNCF,,31
PRS_NAT,1117,CONSULTATION DES SPECIALISTES COTEE C2,,2738
PRS_NAT,1460,AVIS PONCTUEL DE CONSULTANT CD,ACD,1947
PRS_NAT,2104,SUPPLEMENT TRANSPORT PROVISOIRE (PSY/SSR),ST2,4873
PRS_NAT,2117,SUPPLEMENT NEONATOLOGIE 2,NN2,64
PRS_NAT,2215,SUPPLEMENT DEROGATOIRE SG SUR PRESTATION SEJOUR REMBOURSABLE (CNMSS),DSJ,3
PRS_NAT,2335,FORFAIT DE PANSEMENT,FP,34
PRS_NAT,3353,PREPARATION HOSPITALIERE,PHP,5992
PRS_NAT,1179,FORFAIT STRUCT. MEDECIN COMPLEMENT,R6P,77
PRS_NAT,1477,"REPARATION SUR PROTHESE, A partir du 01/04/2019 (en date de soins) REPARATION PROTHESE TARIF LIBRE",RPN,2042
PRS_NAT,1903,MAJORATION ENFANT GENERALISTE,MEG,40351
PRS_NAT,2132,FORFAIT D HEMODIALYSE EN UNITE DE DIALYSE MEDICALISEE,D11,3874
PRS_NAT,2222,SUPPLEMENT POUR SURVEILLANCE DU MALADE,SSM,8969
PRS_NAT,4144,FORFAIT THERMAL 3 AVEC 9 SEANCES KINESITHERAPIE,TH4,833
PRS_NAT,4206,PRESTATION FIN DE GARDE AMBULANCE,AFG,16
PRS_NAT,4212,AMBULANCES AGREEES,ABA,119487
PRS_NAT,5125,FORFAIT C2S - MONTURE ADULTE DE CLASSE A,M01,14638
PRS_NAT,6124,IJ CONGE SUPPLEMENTAIRE PREMA,ISM,346
PRS_NAT,8112,MAJORATIONS POUR ASSISTANCE D  UNE TIERCE PERSONNE,MTP,515
ETE_CAT_SNDS,1106,HOPITAUX LOCAUX,,8655
ETE_REG_COD,84,Auvergne-Rhône-Alpes,,650030
MFT_COD,41,ARS TG HAS NPUI,,68
PRS_NAT,1111,CONSULTATION COTEE C,C,174571
PRS_NAT,2337,SEANCE DE DIAGNOSTIC,SD,99
PRS_NAT,5121,"FORFAIT C2S - VERRE DE CLASSE A, NEUTRE OU UNIFOCAL SIMPLE",V01,5392
PRS_NAT,3127,FORFAIT PRISE EN CHARGE AVC,FRD,177
PRS_NAT,3134,ACTE DE PEDICURE-PODOLOGUE (DIABETIQUE),POD,31582
MFT_COD,47,ARS TP NHAS NPUI,,457
PRS_NAT,1414,SUPPLEMENT PROTHESE METALLIQUE RAC MODERE,SU1,700
PRS_NAT,3592,PEC EXCEPTIONNELLE DÉPASSEMENT LPP,DLE,2
PRS_NAT,4501,CONTROLES MEDICAUX (CLERCS ET EMPLOYES DE NOTAIRES),CNT,1
DRG_AFF_NAT,24,Concubin en rupture,,1
PRS_NAT,1814,FRAIS DE DEPLACEMENT VACATION,IKG,2
PRS_NAT,6121,IJ PRENATALES,PRE,6361
AGE_BEN_SNDS,30,30 - 39 ANS,,4139856
ETP_REG_COD,27,Bourgogne-Franche-Comté,,877281
PRS_NAT,3111,ACTES EN AMI,AMI,1837669
PRS_NAT,6241,ALLOCATION ACCOMPAGNEMENT FIN DE VIE CESSATION ACTIVITE TEMPS PLEIN,AVP,59
PRS_NAT,2287,FORFAIT PATIENT URGENCE RL,FPL,4914
PRS_NAT,6132,IJ MAJOREES POUR CURE THERMALE,CUM-,3
PRS_NAT,3513,MATERIELS ET APPAREILS DE CONTENTION ET DE MAINTIEN (CHAP. 2),MAC,58593
ASU_NAT,0,SANS OBJET,,
ATT_NAT,9,VALEUR INCONNUE,,
BEN_QLT_COD,0,Sans objet (RSI),,
BEN_RES_ZEAT,0,Inconnu,,
BEN_RES_ZEAT,1,Région Parisienne (11),,
BEN_RES_ZEAT,2,"Bassin Parisien (21,22,23,24,25,26)",,
BEN_RES_ZEAT,3,Nord (31),,
BEN_RES_ZEAT,4,"Est (41,42,43)",,
BEN_RES_ZEAT,5,"Ouest (52,53,54)",,
BEN_RES_ZEAT,6,"Sud-Ouest (72,73,74)",,
BEN_RES_ZEAT,7,"Centre-Est (82,83)",,
BEN_RES_ZEAT,8,"Méditerrannée (91,93,94)",,
BEN_RES_ZEAT,9,"Régions et Départements d'outre-mer (01,02,03,04,06)",,
BEN_SEX_COD,9,VALEUR INCONNUE,,
CPL_COD,9,VALEUR INCONNUE,,
CPT_ENV_TYP,6,IVG (VALEUR SUPPRIMEE),,
CPT_ENV_TYP,98,SANS OBJET,,
DDP_SPE_COD,84,ACTION MEDICO-SOCIALE PRECOCE,,
DDP_SPE_COD,102,AUTRES PRESTATIONS PERSONNES AGEES,,
DDP_SPE_COD,110,PRESTATIONS MEDICO-SOCIALES,,
DRG_AFF_NAT,0,SANS OBJET,,
DRG_AFF_NAT,23,"Ascendant, descendant",,
DRG_AFF_NAT,26,Pacs fin,,
DRG_AFF_NAT,27,A-D- RESIDENCE UE,,
ETE_CAT_SNDS,1108,CENTRES DE MOYEN ET LONG SEJOUR,,
ETE_CAT_SNDS,1113,ETABLISSEMENTS DE LUTTE CONTRE L ALCOOLISME ET LES TOXICOMANIES,,
ETE_CAT_SNDS,1114,CENTRE CONVENTIONNE SOINS SPECIALISES POUR TOXICOMANES,,
ETE_CAT_SNDS,1204,URGENCE ET REANIMATION,,
ETE_CAT_SNDS,2205,ETABLISSEMENTS RELEVANT DU SERVICE DE SANTE DES ARMEES,,
ETE_CAT_SNDS,3402,CONSERVATION ET STOCKAGE D AUTRES PRODUITS HUMAINS,,
ETE_CAT_SNDS,3404,STRUCTURES ET FILIERES DE SOINS HORS SOUBIE,,
ETE_CAT_SNDS,4304,ETABLISSEMENTS EXPERIMENTAUX EN FAVEUR DES ADULTES HANDICAPES,,
ETE_CAT_SNDS,4305,SERVICES DE MAINTIEN A DOMICILE POUR HANDICAPES,,
ETE_CAT_SNDS,4404,ETABLISSEMENTS EXPERIMENTAUX EN FAVEUR DES PERSONNES AGEES,,
ETE_CAT_SNDS,4601,ETABLISSEMENTS POUR ADULTES EN DIFFICULTE,,
ETE_CAT_SNDS,4603,ETABLISSEMENTS EXPERIMENTAUX EN FAVEUR DES ADULTES,,
ETE_IND_TAA,8,NON TRANSMIS,,
ETE_TYP_SNDS,0,AMBULATOIRE SECTEUR LIBERAL,,
ETE_ZEAT_COD,0,Inconnu,,
ETE_ZEAT_COD,1,Région Parisienne (11),,
ETE_ZEAT_COD,2,"Bassin Parisien (21,22,23,24,25,26)",,
ETE_ZEAT_COD,3,Nord (31),,
ETE_ZEAT_COD,4,"Est (41,42,43)",,
ETE_ZEAT_COD,5,"Ouest (52,53,54)",,
ETE_ZEAT_COD,6,"Sud-Ouest (72,73,74)",,
ETE_ZEAT_COD,7,"Centre-Est (82,83)",,
ETE_ZEAT_COD,8,"Méditerrannée (91,93,94)",,
ETE_ZEAT_COD,9,"Régions et Départements d'outre-mer (01,02,03,04,06)",,
ETP_CAT_SNDS,1108,CENTRES DE MOYEN ET LONG SEJOUR,,
ETP_CAT_SNDS,2205,ETABLISSEMENTS RELEVANT DU SERVICE DE SANTE DES ARMEES,,
ETP_CAT_SNDS,3404,STRUCTURES ET FILIERES DE SOINS HORS SOUBIE,,
ETP_CAT_SNDS,4305,SERVICES DE MAINTIEN A DOMICILE POUR HANDICAPES,,
ETP_ZEAT_COD,0,Inconnu,,
ETP_ZEAT_COD,1,Région Parisienne (11),,
ETP_ZEAT_COD,2,"Bassin Parisien (21,22,23,24,25,26)",,
ETP_ZEAT_COD,3,Nord (31),,
ETP_ZEAT_COD,4,"Est (41,42,43)",,
ETP_ZEAT_COD,5,"Ouest (52,53,54)",,
ETP_ZEAT_COD,6,"Sud-Ouest (72,73,74)",,
ETP_ZEAT_COD,7,"Centre-Est (82,83)",,
ETP_ZEAT_COD,8,"Méditerrannée (91,93,94)",,
ETP_ZEAT_COD,9,"Régions et Départements d'outre-mer (01,02,03,04,06)",,
EXE_INS_ZEAT,0,Inconnu,,
EXE_INS_ZEAT,1,Région Parisienne (11),,
EXE_INS_ZEAT,2,"Bassin Parisien (21,22,23,24,25,26)",,
EXE_INS_ZEAT,3,Nord (31),,
EXE_INS_ZEAT,4,"Est (41,42,43)",,
EXE_INS_ZEAT,5,"Ouest (52,53,54)",,
EXE_INS_ZEAT,6,"Sud-Ouest (72,73,74)",,
EXE_INS_ZEAT,7,"Centre-Est (82,83)",,
EXE_INS_ZEAT,8,"Méditerrannée (91,93,94)",,
EXE_INS_ZEAT,9,"Régions et Départements d'outre-mer (01,02,03,04,06)",,
EXO_MTF,92,SOINS EN RAPPORT AVEC UN ACTE CCAM EXONERANT,,
MFT_COD,6,TARIF D AUTORITE FIXE PAR ARRETE INTERMINISTERIEL,,
MFT_COD,16,TARIFS SERVICES SOINS A DOMICILE FIXES PAR CRAM,,
MFT_COD,18,ETS CONV.PLURIAN.TRIP.AUTORITE MIXTE A.SS.MAL./ARH/ PDT C.G,,
MFT_COD,19,E .H .P .A. D. AUTORITE MIXTE A.SS.MAL./PREFET OU CRAM/ PDT C.G,,
MFT_COD,21,E .H .P .A. D  HABILITES AIDE SOCIALE HABILITES AIDE SOCIALE  Option partielle,,
MFT_COD,23,UNITE DE SOINS DE LONGUE DUREE HABILITES AIDE SOCIALE Option partielle,,
MFT_COD,24,E .H .P .A. D ET UNITES DE SOINS DE LONGUE DUREE NON HABILITES AIDE SOCIALE Option globale,,
MFT_COD,25,E .H .P .A. D ET UNITES DE SOINS DE LONGUE DUREE NON HABILITES AIDE SOCIALE Option partielle,,
MFT_COD,46,ARS TP NHAS PUI,,
MFT_COD,48,ARS PCG EHPA DGS HAS,,
MFT_COD,49,ARS PCG EHPA DGS NHAS,,
MFT_COD,50,ARS PCG PUV FS HAS,,
MFT_COD,51,ARS PCG PUV FS NHAS,,
MTM_NAT,5,SOINS A L ETRANGER (REGIME MILITAIRE),,
ORG_CLE_ZEAT,0,Inconnu,,
ORG_CLE_ZEAT,1,Région Parisienne (11),,
